Sum of MSE,Column Labels,,,
Row Labels,gb,gb_svr,gb_svr_predict,Grand Total
load_student_grades,10.27628196,10.2908102,10.33014379,30.89723595
load_bike_rental,56997.67101,57443.9853,61436.04321,175877.6995
boston,13.68387667,13.36026645,11.53287114,38.57701425
load_OnlineNewsPopularity,19341105.03,19310569.3,19186229.31,57837903.64
facebook,609648.1748,605485.7813,612952.6184,1828086.574
Grand Total,20007774.84,19973522.71,19860639.84,59841937.39
